,0,1,2,3,4,5,6,7,8,9
0,-0.00518971335117,0.00153011030403,-0.161691250167,0.986826562906,0.00106526445597,0.0,-0.000266316113994,-0.191601574421,-0.172441408038,-10.0016021729
1,-0.00511039421855,0.00141999295227,-0.161691904804,0.986827034192,0.000266316113994,0.000532632227987,0.000266316113994,-0.172441408038,-0.134121105075,-9.982441902160001
2,-0.00518956662942,0.00153060785595,-0.161785860504,0.986811056372,-0.0015978966839599999,0.00372842559591,-0.000532632227987,-0.16286133229699998,-0.12454102188300001,-9.96328163147
3,-0.00517402110226,0.00162542319499,-0.161785340274,0.9868110716740001,0.0,0.0045273741707200004,0.0,-0.22992187738400002,-0.16286133229699998,-9.982441902160001
4,-0.005158678982020001,0.0017195086696400002,-0.161690209507,0.986826584295,0.0007989483419810001,0.00372842559591,0.0007989483419810001,-0.201181650162,-0.143701180816,-9.992021560669999
5,-0.00506386200816,0.0017039730318800003,-0.161690373976,0.986827075399,0.000266316113994,-0.000266316113994,0.0007989483419810001,-0.201181650162,-0.153281256557,-9.97286128998
6,-0.00520507353433,0.0014360277766199997,-0.161786377956,0.986811032033,0.000266316113994,-0.000532632227987,-0.000266316113994,-0.191601574421,-0.153281256557,-10.0111818314
7,-0.00522058039144,0.0013414476841,-0.161786893921,0.986810998628,0.000266316113994,0.0007989483419810001,0.000532632227987,-0.220341801643,-0.153281256557,-9.97286128998
8,-0.005031310275079999,0.0013099140273,-0.161692537975,0.9868274890809999,0.0015978966839599999,0.00106526445597,0.00133158056997,-0.191601574421,-0.16286133229699998,-9.992021560669999
9,-0.005046808024229999,0.00121533233919,-0.16169303430600002,0.9868274496349999,0.0018642127979500002,-0.00399474147707,0.0,-0.18202149868,-0.134121105075,-9.95370197296
10,-0.00512589201094,0.00132541132434,-0.161692411685,0.9868270023260001,-0.0007989483419810001,0.000532632227987,0.000532632227987,-0.191601574421,-0.143701180816,-10.0016021729
11,-0.005315290618199999,0.00135644443215,-0.161692154325,0.986826000354,-0.00106526445597,-0.00292947725393,0.0034621094819199997,-0.191601574421,-0.143701180816,-9.95370197296
12,-0.005346286043550001,0.0011672813378199999,-0.161693199936,0.986825903478,-0.00133158056997,-0.000266316113994,0.00106526445597,-0.21076172590300002,-0.134121105075,-10.0207624435
13,-0.00523632618887,0.00124586354635,-0.161598186259,0.9868419604530001,-0.00133158056997,-0.0015978966839599999,0.0034621094819199997,-0.220341801643,-0.143701180816,-9.96328163147
14,-0.005282607337689999,0.0009631272066560001,-0.16178894292,0.9868107743610001,0.0,-0.0042610578239,-0.00239684502594,-0.191601574421,-0.12454102188300001,-10.0111818314
15,-0.00529803065844,0.000869055006854,-0.161884060269,0.986795179683,0.000266316113994,-0.00372842559591,-0.00292947725393,-0.191601574421,-0.134121105075,-9.982441902160001
16,-0.005377187470390001,0.000978633745142,-0.161788849867,0.986810263521,0.0,0.00213052891195,0.000266316113994,-0.18202149868,-0.143701180816,-9.97286128998
17,-0.00537709362008,0.000979149273498,-0.16188345864,0.98679474763,0.00239684502594,-0.00133158056997,-0.0015978966839599999,-0.21076172590300002,-0.12454102188300001,-9.982441902160001
18,-0.00539260929641,0.000884570662225,-0.161883976232,0.986794667365,-0.000266316113994,-0.00133158056997,-0.000532632227987,-0.18202149868,-0.12454102188300001,-9.97286128998
19,-0.00528242256272,0.0009641401190870001,-0.161978159077,0.9867797334909999,0.000266316113994,0.0,0.0,-0.18202149868,-0.153281256557,-9.992021560669999
20,-0.00537709362008,0.000979149273498,-0.16188345864,0.98679474763,-0.000532632227987,0.00266316113994,0.0042610578239,-0.191601574421,-0.134121105075,-9.982441902160001
21,-0.00547167221628,0.000994664870701,-0.16188336405099998,0.9867942277339999,-0.0018642127979500002,-0.00213052891195,-0.000266316113994,-0.172441408038,-0.134121105075,-9.96328163147
22,-0.00539260929641,0.000884570662225,-0.161883976232,0.986794667365,-0.000266316113994,-0.0018642127979500002,-0.00213052891195,-0.191601574421,-0.153281256557,-10.0016021729
23,-0.00539260929641,0.000884570662225,-0.161883976232,0.986794667365,0.000266316113994,-0.00239684502594,-0.0034621094819199997,-0.201181650162,-0.134121105075,-9.992021560669999
24,-0.00528242256272,0.0009641401190870001,-0.161978159077,0.9867797334909999,0.000266316113994,0.0034621094819199997,-0.000532632227987,-0.21076172590300002,-0.153281256557,-9.97286128998
25,-0.00528242256272,0.0009641401190870001,-0.161978159077,0.9867797334909999,0.0,0.00106526445597,0.00106526445597,-0.18202149868,-0.12454102188300001,-9.982441902160001
26,-0.00523584801979,0.00124787156632,-0.161976624592,0.986779915583,0.0,0.00213052891195,0.0,-0.191601574421,-0.143701180816,-9.97286128998
27,-0.00523584801979,0.00124787156632,-0.161976624592,0.986779915583,0.0018642127979500002,0.0,0.00266316113994,-0.16286133229699998,-0.134121105075,-9.97286128998
28,-0.005251372916109999,0.00115329442515,-0.161977137575,0.98677986395,0.0,0.00133158056997,-0.000266316113994,-0.220341801643,-0.143701180816,-9.992021560669999
29,-0.0052047980829899995,0.0014370258133899999,-0.161975594162,0.986779991654,0.0,0.00266316113994,-0.00399474147707,-0.21076172590300002,-0.143701180816,-9.96328163147
30,-0.00514103552963,0.0012323084112000001,-0.161976743743,0.986780414102,-0.000532632227987,0.00266316113994,0.000532632227987,-0.191601574421,-0.12454102188300001,-9.97286128998
