time,.pose.pose.position.x,.pose.pose.position.y,.pose.pose.position.z,.pose.pose.orientation.x,.pose.pose.orientation.y,.pose.pose.orientation.z,.pose.pose.orientation.w
1.535122039489028e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.0108955887058,0.010931948331799998,-0.314718056891,0.949059704823
1.535122039596626e+18,0.909461557865,-0.08701740205289998,0.8198935985570001,0.011136831659899999,0.0116599113104,-0.314719657538,0.9490477093430001
1.535122039835491e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.0108955887058,0.010931948331799998,-0.314718056891,0.949059704823
1.535122039835552e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.0108955887058,0.010931948331799998,-0.314718056891,0.949059704823
1.53512203993573e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.0108955887058,0.010931948331799998,-0.314718056891,0.949059704823
1.535122040003932e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.0108955887058,0.010931948331799998,-0.314718056891,0.949059704823
1.535122040143832e+18,0.909461557865,-0.08701740205289998,0.8198935985570001,0.011136831659899999,0.0116599113104,-0.314719657538,0.9490477093430001
1.535122040249513e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.0108955887058,0.010931948331799998,-0.314718056891,0.949059704823
1.535122040249545e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.010895589175499999,0.010931949921500001,-0.314718085174,0.9490596954200001
1.535122040284026e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.010895589175499999,0.010931949921500001,-0.314718085174,0.9490596954200001
1.535122040351044e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.010895589175499999,0.010931949921500001,-0.314718085174,0.9490596954200001
1.535122040494907e+18,0.909461557865,-0.08701740205289998,0.8198935985570001,0.011136833919,0.0116599123067,-0.314719685841,0.949047699918
1.535122040599493e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.010895589175499999,0.010931949921500001,-0.314718085174,0.9490596954200001
1.535122040875843e+18,0.909461557865,-0.08701740205289998,0.8198935985570001,0.011136833919,0.0116599123067,-0.314719685841,0.949047699918
1.535122040875878e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.010895589175499999,0.010931949921500001,-0.314718085174,0.9490596954200001
1.53512204101389e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.010895589175499999,0.010931949921500001,-0.314718085174,0.9490596954200001
1.535122041013904e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.010895589175499999,0.010931949921500001,-0.314718085174,0.9490596954200001
1.535122041258644e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.010895589175499999,0.010931949921500001,-0.314718085174,0.9490596954200001
1.535122041258672e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.010895589175499999,0.010931949921500001,-0.314718085174,0.9490596954200001
1.535122041382344e+18,0.909461557865,-0.08701740205289998,0.8198935985570001,0.011136833919,0.0116599123067,-0.314719685841,0.949047699918
1.535122041460032e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.010895589175499999,0.010931949921500001,-0.314718085174,0.9490596954200001
1.535122041588439e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.010895589175499999,0.010931949921500001,-0.314718085174,0.9490596954200001
1.535122041610985e+18,0.909461557865,-0.08701740205289998,0.8198935985570001,0.011136833919,0.0116599123067,-0.314719685841,0.949047699918
1.535122041687374e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.010895589175499999,0.010931949921500001,-0.314718085174,0.9490596954200001
1.535122041811568e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.010895589175499999,0.010931949921500001,-0.314718085174,0.9490596954200001
1.535122041999167e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.010895589175499999,0.010931949921500001,-0.314718085174,0.9490596954200001
1.535122041999221e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.010895589175499999,0.010931949921500001,-0.314718085174,0.9490596954200001
1.535122042092115e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.010895589175499999,0.010931949921500001,-0.314718085174,0.9490596954200001
1.535122042173395e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.010895589175499999,0.010931949921500001,-0.314718085174,0.9490596954200001
1.535122042247763e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.010895589175499999,0.010931949921500001,-0.314718085174,0.9490596954200001
1.535122042376629e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.010895589175499999,0.010931949921500001,-0.314718085174,0.9490596954200001
1.535122042580678e+18,0.909193515778,-0.0868177339435,0.8199030160899999,0.0108955887058,0.010931948331799998,-0.314718056891,0.949059704823
